"language","enjoyment","gender","age","comments","understand","education","approval_time","odb_stim","odb_param","odb_scale","screen_width","screen_height","condition","order","category_type","scale_factor_radius","scale_factor_orientation","browser","trial_number","trial_type","test_response","orientation_trial_stim","radius_change_stim","within_block_trial_number","radius_change_param","orientation_trial_param","radius_trial_param","orientation_response_stim","radius_response_param","block","orientation_change_param","radius_response_stim","trial_category","rt","orientation_change_stim","correct","radius_trial_stim","orientation_response_param","orientation_change","radius_change","quadrant","orientation_trial","orientation_response","radius_response","subids","block_factor"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",49,"training","NA",152,0,1,0,600,534,188,534,2,0,229,"B",311710,36,NA,229,600,NA,NA,NA,NA,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",50,"training","NA",41,0,2,0,232,270,96,270,2,0,125,"A",3283,55,NA,125,232,NA,NA,NA,NA,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",51,"training","NA",89,0,3,0,588,158,185,158,2,0,81,"B",3094,96,NA,81,588,NA,NA,NA,NA,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",52,"training","NA",117,0,4,0,280,226,108,226,2,0,108,"A",6742,9,NA,108,280,NA,NA,NA,NA,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",53,"training","NA",63,0,5,0,196,470,87,470,2,0,204,"B",6421,24,NA,204,196,NA,NA,NA,NA,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",54,"training","NA",185,69,6,0,588,600,185,600,2,0,255,"B",5695,0,NA,186,588,NA,NA,NA,NA,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",55,"training","NA",177,0,7,0,588,267,185,267,2,0,124,"B",3677,8,NA,124,588,NA,NA,NA,NA,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",56,"training","NA",154,0,8,0,1,282,38,282,2,0,130,"A",3991,116,NA,130,1,NA,NA,NA,NA,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",57,"training","NA",67,26,9,0,36,600,47,600,2,0,255,"B",9649,20,NA,229,36,NA,NA,NA,NA,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",58,"training","NA",46,0,10,0,1,447,38,447,2,0,195,"A",4158,8,NA,195,1,NA,NA,NA,NA,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",59,"training","NA",101,88,11,0,344,1,124,1,2,0,19,"A",8701,23,NA,107,344,NA,NA,NA,NA,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",60,"training","NA",149,97,12,0,600,1,188,1,2,0,19,"B",9549,39,NA,116,600,NA,NA,NA,NA,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",61,"training","NA",115,173,13,0,524,1,169,1,2,0,19,"A",7773,54,NA,192,524,NA,NA,NA,NA,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",62,"training","NA",187,0,14,0,4,554,39,554,2,0,237,"A",3851,148,NA,237,4,NA,NA,NA,NA,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",63,"training","NA",74,0,15,0,1,44,38,44,2,0,36,"A",4570,36,NA,36,1,NA,NA,NA,NA,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",64,"training","NA",179,0,16,0,524,503,169,503,2,0,217,"B",5093,10,NA,217,524,NA,NA,NA,NA,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",65,"test","A",NA,NA,17,NA,412,310,NA,NA,2,NA,NA,"B",3130,NA,FALSE,141,NA,NA,NA,2,141,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",66,"test","A",NA,NA,18,NA,38,274,NA,NA,2,NA,NA,"A",1308,NA,TRUE,126,NA,NA,NA,3,47,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",67,"test","A",NA,NA,19,NA,200,211,NA,NA,2,NA,NA,"A",964,NA,TRUE,102,NA,NA,NA,3,88,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",68,"test","A",NA,NA,20,NA,184,517,NA,NA,2,NA,NA,"B",980,NA,FALSE,222,NA,NA,NA,4,84,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",69,"test","A",NA,NA,21,NA,279,12,NA,NA,2,NA,NA,"A",849,NA,TRUE,23,NA,NA,NA,3,107,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",70,"test","B",NA,NA,22,NA,528,357,NA,NA,2,NA,NA,"B",1277,NA,TRUE,159,NA,NA,NA,2,170,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",71,"test","B",NA,NA,23,NA,434,325,NA,NA,2,NA,NA,"B",1923,NA,TRUE,147,NA,NA,NA,2,146,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",72,"test","B",NA,NA,24,NA,418,330,NA,NA,2,NA,NA,"B",1069,NA,TRUE,149,NA,NA,NA,2,142,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",73,"test","A",NA,NA,25,NA,212,70,NA,NA,2,NA,NA,"A",1283,NA,TRUE,46,NA,NA,NA,3,91,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",74,"test","A",NA,NA,26,NA,108,509,NA,NA,2,NA,NA,"B",2165,NA,FALSE,219,NA,NA,NA,4,65,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",75,"test","B",NA,NA,27,NA,123,586,NA,NA,2,NA,NA,"B",1582,NA,TRUE,249,NA,NA,NA,4,68,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",76,"test","B",NA,NA,28,NA,581,522,NA,NA,2,NA,NA,"B",1452,NA,TRUE,224,NA,NA,NA,2,183,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",77,"test","A",NA,NA,29,NA,264,294,NA,NA,2,NA,NA,"A",3238,NA,TRUE,134,NA,NA,NA,3,104,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",78,"test","A",NA,NA,30,NA,289,492,NA,NA,2,NA,NA,"B",1811,NA,FALSE,212,NA,NA,NA,4,110,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",79,"test","B",NA,NA,31,NA,476,288,NA,NA,2,NA,NA,"B",1196,NA,TRUE,132,NA,NA,NA,1,157,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",80,"test","B",NA,NA,32,NA,295,584,NA,NA,2,NA,NA,"B",2109,NA,TRUE,249,NA,NA,NA,4,111,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",81,"test","A",NA,NA,33,NA,356,212,NA,NA,2,NA,NA,"A",2214,NA,TRUE,102,NA,NA,NA,1,127,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",82,"test","A",NA,NA,34,NA,387,255,NA,NA,2,NA,NA,"B",613,NA,FALSE,119,NA,NA,NA,1,134,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",83,"test","B",NA,NA,35,NA,573,231,NA,NA,2,NA,NA,"B",894,NA,TRUE,110,NA,NA,NA,1,181,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",84,"test","B",NA,NA,36,NA,504,201,NA,NA,2,NA,NA,"B",677,NA,TRUE,98,NA,NA,NA,1,164,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",85,"test","A",NA,NA,37,NA,122,267,NA,NA,2,NA,NA,"A",2084,NA,TRUE,124,NA,NA,NA,3,68,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",86,"test","B",NA,NA,38,NA,229,563,NA,NA,2,NA,NA,"B",2638,NA,TRUE,240,NA,NA,NA,4,95,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",87,"test","A",NA,NA,39,NA,526,142,NA,NA,2,NA,NA,"B",1082,NA,FALSE,74,NA,NA,NA,1,169,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",88,"test","A",NA,NA,40,NA,255,199,NA,NA,2,NA,NA,"A",2005,NA,TRUE,97,NA,NA,NA,3,101,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",89,"test","B",NA,NA,41,NA,334,599,NA,NA,2,NA,NA,"B",1709,NA,TRUE,255,NA,NA,NA,2,121,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",90,"test","B",NA,NA,42,NA,48,323,NA,NA,2,NA,NA,"A",3207,NA,FALSE,146,NA,NA,NA,4,50,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",91,"test","A",NA,NA,43,NA,317,65,NA,NA,2,NA,NA,"A",1409,NA,TRUE,44,NA,NA,NA,1,117,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",92,"test","A",NA,NA,44,NA,214,140,NA,NA,2,NA,NA,"A",829,NA,TRUE,74,NA,NA,NA,3,91,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",93,"test","B",NA,NA,45,NA,409,526,NA,NA,2,NA,NA,"B",1964,NA,TRUE,226,NA,NA,NA,2,140,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",94,"test","A",NA,NA,46,NA,160,519,NA,NA,2,NA,NA,"B",1629,NA,FALSE,223,NA,NA,NA,4,78,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",95,"test","B",NA,NA,47,NA,467,565,NA,NA,2,NA,NA,"B",971,NA,TRUE,241,NA,NA,NA,2,154,NA,NA,"2","2"
"English","Average","Male","33","It was somewhat boring to be honest. ","Yes","Some College",2015-09-27 03:56:45,"y=-x","y<x","orientation_scale",1526,785,"active","order2","information-integration",2.53813559322034,3.99333333333333,"Chrome",96,"test","A",NA,NA,48,NA,357,113,NA,NA,2,NA,NA,"A",1629,NA,TRUE,63,NA,NA,NA,1,127,NA,NA,"2","2"
"English","Average","Male","26","None","Yes","Graduated College",2015-09-27 03:42:43,"y=x","y>x","radius_scale",1299,700,"active","order1","information-integration",3.20320855614973,3.99333333333333,"Chrome",1,"training","NA",84,82,1,0,600,414,230,414,1,0,197,"A",23252,146,NA,115,600,NA,NA,NA,NA,NA,NA,"3","1"
"English","Average","Male","26","None","Yes","Graduated College",2015-09-27 03:42:43,"y=x","y>x","radius_scale",1299,700,"active","order1","information-integration",3.20320855614973,3.99333333333333,"Chrome",2,"training","NA",226,153,2,0,584,1,226,1,1,0,68,"A",7760,0,NA,221,584,NA,NA,NA,NA,NA,NA,"3","1"
"English","Average","Male","26","None","Yes","Graduated College",2015-09-27 03:42:43,"y=x","y>x","radius_scale",1299,700,"active","order1","information-integration",3.20320855614973,3.99333333333333,"Chrome",3,"training","NA",159,0,3,0,208,372,132,372,1,0,184,"B",6001,27,NA,184,208,NA,NA,NA,NA,NA,NA,"3","1"
"English","Average","Male","26","None","Yes","Graduated College",2015-09-27 03:42:43,"y=x","y>x","radius_scale",1299,700,"active","order1","information-integration",3.20320855614973,3.99333333333333,"Chrome",4,"training","NA",91,76,4,0,188,1,127,1,1,0,68,"A",9471,36,NA,144,188,NA,NA,NA,NA,NA,NA,"3","1"
"English","Average","Male","26","None","Yes","Graduated College",2015-09-27 03:42:43,"y=x","y>x","radius_scale",1299,700,"active","order1","information-integration",3.20320855614973,3.99333333333333,"Chrome",5,"training","NA",81,156,5,0,224,1,136,1,1,0,68,"A",5996,55,NA,224,224,NA,NA,NA,NA,NA,NA,"3","1"
"English","Average","Male","26","None","Yes","Graduated College",2015-09-27 03:42:43,"y=x","y>x","radius_scale",1299,700,"active","order1","information-integration",3.20320855614973,3.99333333333333,"Chrome",6,"training","NA",212,0,6,0,244,244,141,244,1,0,144,"B",9101,71,NA,144,244,NA,NA,NA,NA,NA,NA,"3","1"
"English","Average","Male","26","None","Yes","Graduated College",2015-09-27 03:42:43,"y=x","y>x","radius_scale",1299,700,"active","order1","information-integration",3.20320855614973,3.99333333333333,"Chrome",7,"training","NA",102,11,7,0,216,436,134,436,1,0,204,"B",8273,32,NA,215,216,NA,NA,NA,NA,NA,NA,"3","1"
"English","Average","Male","26","None","Yes","Graduated College",2015-09-27 03:42:43,"y=x","y>x","radius_scale",1299,700,"active","order1","information-integration",3.20320855614973,3.99333333333333,"Chrome",8,"training","NA",97,41,8,0,276,1,149,1,1,0,68,"A",6426,52,NA,109,276,NA,NA,NA,NA,NA,NA,"3","1"
"English","Average","Male","26","None","Yes","Graduated College",2015-09-27 03:42:43,"y=x","y>x","radius_scale",1299,700,"active","order1","information-integration",3.20320855614973,3.99333333333333,"Chrome",9,"training","NA",222,92,9,0,568,600,222,600,1,0,255,"B",4961,0,NA,163,568,NA,NA,NA,NA,NA,NA,"3","1"
"English","Average","Male","26","None","Yes","Graduated College",2015-09-27 03:42:43,"y=x","y>x","radius_scale",1299,700,"active","order1","information-integration",3.20320855614973,3.99333333333333,"Chrome",10,"training","NA",177,40,10,0,600,535,230,535,1,0,235,"A",9142,53,NA,195,600,NA,NA,NA,NA,NA,NA,"3","1"
"English","Average","Male","26","None","Yes","Graduated College",2015-09-27 03:42:43,"y=x","y>x","radius_scale",1299,700,"active","order1","information-integration",3.20320855614973,3.99333333333333,"Chrome",11,"training","NA",149,121,11,0,572,1,223,1,1,0,68,"A",7042,74,NA,189,572,NA,NA,NA,NA,NA,NA,"3","1"
"English","Average","Male","26","None","Yes","Graduated College",2015-09-27 03:42:43,"y=x","y>x","radius_scale",1299,700,"active","order1","information-integration",3.20320855614973,3.99333333333333,"Chrome",12,"training","NA",177,85,12,0,400,600,180,600,1,0,255,"B",8119,3,NA,170,400,NA,NA,NA,NA,NA,NA,"3","1"
"English","Average","Male","26","None","Yes","Graduated College",2015-09-27 03:42:43,"y=x","y>x","radius_scale",1299,700,"active","order1","information-integration",3.20320855614973,3.99333333333333,"Chrome",13,"training","NA",159,77,13,0,400,600,180,600,1,0,255,"B",5816,21,NA,178,400,NA,NA,NA,NA,NA,NA,"3","1"
"English","Average","Male","26","None","Yes","Graduated College",2015-09-27 03:42:43,"y=x","y>x","radius_scale",1299,700,"active","order1","information-integration",3.20320855614973,3.99333333333333,"Chrome",14,"training","NA",102,79,14,0,48,600,92,600,1,0,255,"B",7100,10,NA,176,48,NA,NA,NA,NA,NA,NA,"3","1"
"English","Average","Male","26","None","Yes","Graduated College",2015-09-27 03:42:43,"y=x","y>x","radius_scale",1299,700,"active","order1","information-integration",3.20320855614973,3.99333333333333,"Chrome",15,"training","NA",93,137,15,0,40,600,90,600,1,0,255,"B",18048,3,NA,118,40,NA,NA,NA,NA,NA,NA,"3","1"
"English","Average","Male","26","None","Yes","Graduated College",2015-09-27 03:42:43,"y=x","y>x","radius_scale",1299,700,"active","order1","information-integration",3.20320855614973,3.99333333333333,"Chrome",16,"training","NA",83,21,16,0,596,324,229,324,1,0,169,"A",17431,146,NA,190,596,NA,NA,NA,NA,NA,NA,"3","1"
"English","Average","Male","26","None","Yes","Graduated College",2015-09-27 03:42:43,"y=x","y>x","radius_scale",1299,700,"active","order1","information-integration",3.20320855614973,3.99333333333333,"Chrome",17,"test","B",NA,NA,17,NA,334,599,NA,NA,1,NA,NA,"B",5648,NA,TRUE,255,NA,NA,NA,2,163,NA,NA,"3","1"
"English","Average","Male","26","None","Yes","Graduated College",2015-09-27 03:42:43,"y=x","y>x","radius_scale",1299,700,"active","order1","information-integration",3.20320855614973,3.99333333333333,"Chrome",18,"test","A",NA,NA,18,NA,504,201,NA,NA,1,NA,NA,"A",1975,NA,TRUE,130,NA,NA,NA,1,206,NA,NA,"3","1"
"English","Average","Male","26","None","Yes","Graduated College",2015-09-27 03:42:43,"y=x","y>x","radius_scale",1299,700,"active","order1","information-integration",3.20320855614973,3.99333333333333,"Chrome",19,"test","B",NA,NA,19,NA,467,565,NA,NA,1,NA,NA,"B",1305,NA,TRUE,244,NA,NA,NA,2,196,NA,NA,"3","1"
"English","Average","Male","26","None","Yes","Graduated College",2015-09-27 03:42:43,"y=x","y>x","radius_scale",1299,700,"active","order1","information-integration",3.20320855614973,3.99333333333333,"Chrome",20,"test","B",NA,NA,20,NA,295,584,NA,NA,1,NA,NA,"B",2214,NA,TRUE,250,NA,NA,NA,4,153,NA,NA,"3","1"
"English","Average","Male","26","None","Yes","Graduated College",2015-09-27 03:42:43,"y=x","y>x","radius_scale",1299,700,"active","order1","information-integration",3.20320855614973,3.99333333333333,"Chrome",21,"test","B",NA,NA,21,NA,108,509,NA,NA,1,NA,NA,"B",7550,NA,TRUE,226,NA,NA,NA,4,107,NA,NA,"3","1"
"English","Average","Male","26","None","Yes","Graduated College",2015-09-27 03:42:43,"y=x","y>x","radius_scale",1299,700,"active","order1","information-integration",3.20320855614973,3.99333333333333,"Chrome",22,"test","A",NA,NA,22,NA,528,357,NA,NA,1,NA,NA,"A",1085,NA,TRUE,179,NA,NA,NA,2,212,NA,NA,"3","1"
"English","Average","Male","26","None","Yes","Graduated College",2015-09-27 03:42:43,"y=x","y>x","radius_scale",1299,700,"active","order1","information-integration",3.20320855614973,3.99333333333333,"Chrome",23,"test","B",NA,NA,23,NA,279,12,NA,NA,1,NA,NA,"A",6076,NA,FALSE,71,NA,NA,NA,3,149,NA,NA,"3","1"
"English","Average","Male","26","None","Yes","Graduated College",2015-09-27 03:42:43,"y=x","y>x","radius_scale",1299,700,"active","order1","information-integration",3.20320855614973,3.99333333333333,"Chrome",24,"test","B",NA,NA,24,NA,387,255,NA,NA,1,NA,NA,"A",3175,NA,FALSE,147,NA,NA,NA,1,176,NA,NA,"3","1"
"English","Average","Male","26","None","Yes","Graduated College",2015-09-27 03:42:43,"y=x","y>x","radius_scale",1299,700,"active","order1","information-integration",3.20320855614973,3.99333333333333,"Chrome",25,"test","A",NA,NA,25,NA,573,231,NA,NA,1,NA,NA,"A",1118,NA,TRUE,140,NA,NA,NA,1,223,NA,NA,"3","1"
"English","Average","Male","26","None","Yes","Graduated College",2015-09-27 03:42:43,"y=x","y>x","radius_scale",1299,700,"active","order1","information-integration",3.20320855614973,3.99333333333333,"Chrome",26,"test","A",NA,NA,26,NA,409,526,NA,NA,1,NA,NA,"B",1676,NA,FALSE,232,NA,NA,NA,2,182,NA,NA,"3","1"
"English","Average","Male","26","None","Yes","Graduated College",2015-09-27 03:42:43,"y=x","y>x","radius_scale",1299,700,"active","order1","information-integration",3.20320855614973,3.99333333333333,"Chrome",27,"test","B",NA,NA,27,NA,122,267,NA,NA,1,NA,NA,"B",2503,NA,TRUE,151,NA,NA,NA,3,110,NA,NA,"3","1"
"English","Average","Male","26","None","Yes","Graduated College",2015-09-27 03:42:43,"y=x","y>x","radius_scale",1299,700,"active","order1","information-integration",3.20320855614973,3.99333333333333,"Chrome",28,"test","B",NA,NA,28,NA,214,140,NA,NA,1,NA,NA,"A",1412,NA,FALSE,111,NA,NA,NA,3,133,NA,NA,"3","1"
"English","Average","Male","26","None","Yes","Graduated College",2015-09-27 03:42:43,"y=x","y>x","radius_scale",1299,700,"active","order1","information-integration",3.20320855614973,3.99333333333333,"Chrome",29,"test","B",NA,NA,29,NA,317,65,NA,NA,1,NA,NA,"A",1511,NA,FALSE,88,NA,NA,NA,1,159,NA,NA,"3","1"
"English","Average","Male","26","None","Yes","Graduated College",2015-09-27 03:42:43,"y=x","y>x","radius_scale",1299,700,"active","order1","information-integration",3.20320855614973,3.99333333333333,"Chrome",30,"test","B",NA,NA,30,NA,229,563,NA,NA,1,NA,NA,"B",1438,NA,TRUE,243,NA,NA,NA,4,137,NA,NA,"3","1"
"English","Average","Male","26","None","Yes","Graduated College",2015-09-27 03:42:43,"y=x","y>x","radius_scale",1299,700,"active","order1","information-integration",3.20320855614973,3.99333333333333,"Chrome",31,"test","B",NA,NA,31,NA,356,212,NA,NA,1,NA,NA,"A",1431,NA,FALSE,134,NA,NA,NA,1,169,NA,NA,"3","1"
"English","Average","Male","26","None","Yes","Graduated College",2015-09-27 03:42:43,"y=x","y>x","radius_scale",1299,700,"active","order1","information-integration",3.20320855614973,3.99333333333333,"Chrome",32,"test","B",NA,NA,32,NA,123,586,NA,NA,1,NA,NA,"B",1123,NA,TRUE,250,NA,NA,NA,4,110,NA,NA,"3","1"
